LSOA11CD,Parameter,Unit,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000093,Domestic battery capacity,kW,0,0,0.2,0.9,2.1,2.3,2.6,3,3.4,3.7,4.1,4.5,4.8,5.2,5.5,6.5,6.9,7.2,7.6,8,8.4,8.8,9.3,9.8,10.3,10.8,11.2,11.7,12.2,12.5
E01000094,Domestic battery capacity,kW,0,0,0.1,0.2,0.5,0.9,1.3,1.8,2.3,2.8,3.3,3.8,4.3,4.8,5.2,5.6,6,6.4,7,7.5,8.1,8.7,9.4,10,10.7,11.4,12,12.7,13.3,13.8
E01000095,Domestic battery capacity,kW,0,0,0.1,0.4,1,1.1,1.3,1.5,1.8,2,2.2,2.5,2.7,2.9,3,3.5,3.7,3.8,4,4.2,4.4,4.6,4.8,5.1,5.4,5.6,5.9,6.1,6.4,6.5
E01000096,Domestic battery capacity,kW,0,0,0.1,0.5,1.2,1.4,1.7,2.1,2.4,2.8,3.1,3.5,3.8,4.2,4.5,5.1,5.4,5.7,6.1,6.5,6.9,7.3,7.8,8.2,8.7,9.2,9.7,10.2,10.6,10.9
E01000097,Domestic battery capacity,kW,0,0,0,0.1,0.2,2,4.3,6.9,9.4,12.1,14.7,17.3,19.5,21.7,23.7,24.2,26.1,27.7,29.7,31.6,34,36.4,39.5,42.2,45.1,48.3,50.9,53.8,56.4,58.4
E01000098,Domestic battery capacity,kW,0,0,0.1,0.3,0.7,1.5,2.5,3.7,4.8,6,7.2,8.3,9.3,10.3,11.2,11.7,12.5,13.3,14.1,15,16.1,17.2,18.5,19.7,21,22.5,23.6,24.9,26.1,27
E01000099,Domestic battery capacity,kW,0,0,0.1,0.4,0.9,3.6,7.2,11.2,15.1,19.2,23.2,27.2,30.5,34,37,38.1,41,43.5,46.5,49.4,53.1,56.9,61.6,65.8,70.3,75.1,79.2,83.6,87.6,90.6
E01000100,Domestic battery capacity,kW,0,0,0,0.1,0.3,2.9,6.4,10.2,13.9,17.8,21.7,25.5,28.7,32,35,35.8,38.5,41,43.8,46.6,50.1,53.8,58.2,62.3,66.6,71.2,75.1,79.4,83.2,86.1
E01000101,Domestic battery capacity,kW,0,0,0.1,0.4,1.1,2.1,3.4,4.9,6.3,7.8,9.3,10.7,12,13.2,14.3,15.1,16.1,17.1,18.2,19.2,20.6,22,23.7,25.2,26.9,28.7,30.1,31.8,33.2,34.4
E01000102,Domestic battery capacity,kW,0,0,0,0.1,0.2,2.9,6.6,10.7,14.6,18.8,22.8,26.9,30.3,33.8,36.9,37.7,40.6,43.2,46.3,49.2,52.9,56.8,61.6,65.8,70.4,75.4,79.5,84,88,91.1
E01000103,Domestic battery capacity,kW,0,0,0.1,0.3,0.7,1.9,3.5,5.3,7.1,9,10.8,12.6,14.1,15.7,17.1,17.7,19,20.2,21.5,22.8,24.5,26.2,28.4,30.3,32.3,34.5,36.3,38.4,40.2,41.6
E01000104,Domestic battery capacity,kW,0,0,0.1,0.3,0.7,1.4,2.3,3.4,4.4,5.5,6.5,7.6,8.5,9.4,10.2,10.7,11.4,12.1,12.9,13.6,14.6,15.6,16.8,17.9,19.1,20.4,21.5,22.6,23.7,24.5
